plant_disease_name,causes,recommendations,predicted_score,uploaded_image_path,uploaded_time,detected_time
Phytophthora Blight,Viral Infection,Use proper sanitation practices,0.85,/user/user/document/image_795.jpg,2022-06-12 08:17:03,2022-05-16 01:07:38
Bacterial Spot,Pests,Adjust watering schedule,0.67,/user/user/document/image_391.jpg,2023-04-21 11:29:24,2023-05-26 19:57:25
Bacterial Spot,Fungal Infection,Use resistant varieties,0.76,/user/user/document/image_483.jpg,2023-06-10 17:06:18,2023-07-23 15:14:30
Scab,Poor Drainage,Use proper sanitation practices,0.56,/user/user/document/image_900.jpg,2022-01-03 07:55:57,2022-03-11 19:55:10
Southern Blight,Fungal Infection,Use resistant varieties,0.7,/user/user/document/image_156.jpg,2022-06-04 19:33:22,2024-04-18 18:21:06
Crown Gall,Environmental Stress,Control pests,0.69,/user/user/document/image_891.jpg,2024-01-04 05:11:17,2022-08-02 03:02:03
Eggplant Verticillium Wilt,Nutrient Deficiency,Provide adequate nutrition,0.62,/user/user/document/image_174.jpg,2023-05-14 17:30:05,2022-08-24 20:04:41
Bacterial Canker,Poor Drainage,Use resistant varieties,0.99,/user/user/document/image_537.jpg,2023-04-07 00:10:24,2022-03-24 12:49:39
Rhizoctonia Root Rot,Poor Drainage,Apply bactericide,0.6,/user/user/document/image_243.jpg,2023-06-11 03:20:42,2022-12-22 03:49:13
Bacterial Blight,Pests,Use fungicide,0.83,/user/user/document/image_342.jpg,2022-09-30 17:10:15,2022-04-01 04:50:06
Citrus Greening,Viral Infection,Adjust watering schedule,0.79,/user/user/document/image_184.jpg,2023-03-08 16:49:53,2022-04-21 22:39:38
Crown Gall,Bacterial Infection,Remove infected leaves,0.92,/user/user/document/image_307.jpg,2022-06-05 01:40:30,2022-05-24 18:16:09
Corky Root Rot,Bacterial Infection,Apply neem oil,0.68,/user/user/document/image_969.jpg,2023-11-08 04:40:37,2024-03-11 23:28:19
Apple Scab,Fungal Infection,Use resistant varieties,0.57,/user/user/document/image_362.jpg,2023-07-06 22:49:57,2023-11-22 06:08:52
Nematode Damage,Pests,Control pests,0.93,/user/user/document/image_146.jpg,2022-05-21 10:27:13,2024-01-27 13:45:20
White Rust,Nutrient Deficiency,Control pests,0.74,/user/user/document/image_294.jpg,2022-05-03 19:59:50,2022-02-20 16:18:48
Squash Mosaic Virus,Poor Drainage,Control pests,0.95,/user/user/document/image_851.jpg,2022-01-06 17:05:25,2023-06-17 17:16:38
Bacterial Blight,Chemical Damage,Adjust watering schedule,0.61,/user/user/document/image_582.jpg,2023-04-05 00:32:55,2023-07-06 15:09:53
